[authlib-injector] [INFO] Logging file: F:\ModTest\versions\1.16.5-Forge\authlib-injector.log
[authlib-injector] [INFO] Version: 1.2.7
[authlib-injector] [INFO] Authentication server: http://localhost:50015
[authlib-injector] [WARNING] You are using HTTP protocol, which is INSECURE! Please switch to HTTPS if possible.
2026-08-30 07:26:31,744 main ERROR Error processing element Queue ([Appenders: null]): CLASS_NOT_FOUND
2026-08-30 07:26:32,181 main ERROR Unable to locate appender "ServerGuiConsole" for logger config "root"
[07:26:32] [main/INFO]: ModLauncher running: args [--username, 165, --version, 1.16.5-Forge, --gameDir, F:\ModTest\versions\1.16.5-Forge, --assetsDir, F:\ModTest\assets, --assetIndex, 1.16, --uuid, 9ec8cd4d374a31d2acee87a84f0d903d, --accessToken, ❄❄❄❄❄❄❄❄, --userType, msa, --versionType, HMCL 3.16.0.348, --width, 1280, --height, 768, --launchTarget, fmlclient, --fml.forgeVersion, 36.2.42, --fml.mcVersion, 1.16.5, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20210115.111550]
[07:26:33] [main/INFO]: ModLauncher 8.1.3+8.1.3+main-8.1.x.c94d18ec starting: java version 17.0.11 by Oracle Corporation
[07:26:34] [main/INFO]: Added Lets Encrypt root certificates as additional trust
[07:27:05] [modloading-worker-0/INFO]: Wrote 1155 byte class file net.minecraftforge.event.entity.player.PlayerEvent$PlayerLoggedInEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerEvent$PlayerLoggedInEvent.class
[07:27:05] [modloading-worker-0/INFO]: Wrote 1654 byte class file net.minecraftforge.event.world.ChunkEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.ChunkEvent.class
[07:27:05] [modloading-worker-0/INFO]: Wrote 1071 byte class file net.minecraftforge.event.world.ChunkEvent$Unload to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.ChunkEvent$Unload.class
[07:27:05] [modloading-worker-0/INFO]: Wrote 1985 byte class file net.minecraftforge.event.RegisterCommandsEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.RegisterCommandsEvent.class
[07:27:05] [modloading-worker-0/INFO]: Wrote 2305 byte class file net.minecraftforge.event.AddReloadListenerEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.AddReloadListenerEvent.class
[07:27:05] [modloading-worker-0/INFO]: Wrote 2731 byte class file net.minecraftforge.common.ForgeSpawnEggItem$CommonHandler to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.common.ForgeSpawnEggItem$CommonHandler.class
[07:27:05] [modloading-worker-0/INFO]: Wrote 3190 byte class file net.minecraftforge.common.ForgeSpawnEggItem$ColorRegisterHandler to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.common.ForgeSpawnEggItem$ColorRegisterHandler.class
[07:27:05] [modloading-worker-0/INFO]: Wrote 7420 byte class file net.minecraft.client.renderer.color.ItemColors to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.color.ItemColors.class
[07:27:05] [modloading-worker-0/INFO]: Wrote 9686 byte class file net.minecraft.client.renderer.color.BlockColors to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.color.BlockColors.class
[07:27:05] [Render thread/INFO]: Wrote 1294 byte class file net.minecraftforge.event.RegistryEvent$NewRegistry to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.RegistryEvent$NewRegistry.class
[07:27:05] [Render thread/INFO]: Wrote 1192 byte class file net.minecraftforge.common.crafting.ConditionalRecipe to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.common.crafting.ConditionalRecipe.class
[07:27:05] [Render thread/INFO]: HELLO from Register Block
[07:27:06] [Render thread/INFO]: Wrote 1539 byte class file net.minecraftforge.event.entity.player.PlayerXpEvent$XpChange to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerXpEvent$XpChange.class
[07:27:06] [Render thread/INFO]: Wrote 1548 byte class file net.minecraftforge.event.entity.player.PlayerXpEvent$LevelChange to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.player.PlayerXpEvent$LevelChange.class
[07:27:06] [Render thread/INFO]: Wrote 957 byte class file net.minecraftforge.client.event.ModelRegistryEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.ModelRegistryEvent.class
[07:27:06] [Render thread/INFO]: Wrote 1919 byte class file net.minecraft.client.renderer.model.ItemCameraTransforms$TransformType to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.ItemCameraTransforms$TransformType.class
[07:27:06] [Render thread/INFO]: Wrote 620 byte class file net.minecraft.client.renderer.model.IModelTransform to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.IModelTransform.class
[07:27:06] [Render thread/INFO]: Wrote 1370 byte class file net.minecraft.client.renderer.model.IBakedModel to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.IBakedModel.class
[07:27:06] [Render thread/INFO]: Wrote 11461 byte class file net.minecraft.client.renderer.model.ItemModelGenerator to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.ItemModelGenerator.class
[07:27:06] [Render thread/INFO]: Wrote 19969 byte class file net.minecraft.client.renderer.RenderType to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.RenderType.class
[07:27:06] [Render thread/INFO]: Wrote 14963 byte class file net.minecraft.client.renderer.RenderState to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.RenderState.class
[07:27:06] [Render thread/INFO]: Wrote 7159 byte class file net.minecraft.client.renderer.RenderType$Type to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.RenderType$Type.class
[07:27:06] [Render thread/INFO]: Wrote 3774 byte class file net.minecraft.client.renderer.RenderState$TextureState to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.RenderState$TextureState.class
[07:27:06] [Render thread/INFO]: Wrote 20805 byte class file net.minecraft.client.renderer.texture.AtlasTexture to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.texture.AtlasTexture.class
[07:27:06] [Render thread/INFO]: Wrote 3789 byte class file net.minecraft.client.renderer.texture.Texture to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.texture.Texture.class
[07:27:06] [Render thread/INFO]: Wrote 3711 byte class file net.minecraft.client.renderer.vertex.VertexFormatElement to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.vertex.VertexFormatElement.class
[07:27:06] [Render thread/INFO]: Wrote 2240 byte class file net.minecraft.client.renderer.vertex.VertexFormatElement$Type to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.vertex.VertexFormatElement$Type.class
[07:27:06] [Render thread/INFO]: Wrote 6161 byte class file net.minecraft.client.renderer.vertex.VertexFormatElement$Usage to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.vertex.VertexFormatElement$Usage.class
[07:27:06] [Render thread/INFO]: Wrote 403 byte class file net.minecraft.client.renderer.vertex.VertexFormatElement$Usage$ISetupState to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.vertex.VertexFormatElement$Usage$ISetupState.class
[07:27:06] [Render thread/INFO]: Wrote 6579 byte class file net.minecraft.client.renderer.vertex.VertexFormat to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.vertex.VertexFormat.class
[07:27:06] [Render thread/INFO]: Wrote 8707 byte class file net.minecraft.client.renderer.RenderType$State to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.RenderType$State.class
[07:27:06] [Render thread/INFO]: Wrote 9096 byte class file net.minecraft.client.renderer.RenderType$State$Builder to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.RenderType$State$Builder.class
[07:27:06] [Render thread/INFO]: Wrote 1585 byte class file net.minecraft.client.renderer.RenderType$OutlineState to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.RenderType$OutlineState.class
[07:27:06] [Render thread/INFO]: Wrote 2586 byte class file net.minecraft.client.renderer.RenderType$Type$EqualityStrategy to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.RenderType$Type$EqualityStrategy.class
[07:27:07] [Render thread/INFO]: Wrote 25561 byte class file net.minecraft.client.renderer.ItemRenderer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.ItemRenderer.class
[07:27:07] [Render thread/INFO]: Wrote 5496 byte class file net.minecraft.client.renderer.ItemModelMesher to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.ItemModelMesher.class
[07:27:07] [Render thread/INFO]: Wrote 6483 byte class file net.minecraft.client.resources.LanguageManager to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.resources.LanguageManager.class
[07:27:07] [Render thread/INFO]: Wrote 6280 byte class file net.minecraft.client.resources.ClientLanguageMap to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.resources.ClientLanguageMap.class
[07:27:07] [Render thread/INFO]: Wrote 2476 byte class file net.minecraft.client.resources.Language to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.resources.Language.class
[07:27:07] [Render thread/INFO]: Wrote 13957 byte class file net.minecraft.client.renderer.texture.TextureManager to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.texture.TextureManager.class
[07:27:07] [Render thread/INFO]: Wrote 12843 byte class file net.minecraft.client.audio.SoundHandler to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.audio.SoundHandler.class
[07:27:07] [Render thread/INFO]: Wrote 25279 byte class file net.minecraft.client.audio.SoundEngine to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.audio.SoundEngine.class
[07:27:07] [Render thread/INFO]: Wrote 1123 byte class file net.minecraftforge.client.event.sound.SoundLoadEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.sound.SoundLoadEvent.class
[07:27:07] [Render thread/INFO]: Wrote 1990 byte class file net.minecraftforge.client.event.sound.SoundEvent$SoundSourceEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.sound.SoundEvent$SoundSourceEvent.class
[07:27:07] [Render thread/INFO]: Wrote 1410 byte class file net.minecraftforge.client.event.sound.PlayStreamingSourceEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.sound.PlayStreamingSourceEvent.class
[07:27:07] [Render thread/INFO]: Wrote 1398 byte class file net.minecraftforge.client.event.sound.PlaySoundSourceEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.sound.PlaySoundSourceEvent.class
[07:27:07] [Render thread/INFO]: Wrote 1912 byte class file net.minecraft.client.audio.ISound to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.audio.ISound.class
[07:27:07] [Render thread/INFO]: Wrote 21459 byte class file net.minecraft.client.renderer.texture.NativeImage to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.texture.NativeImage.class
[07:27:08] [Render thread/INFO]: Wrote 4512 byte class file net.minecraft.client.renderer.texture.NativeImage$PixelFormat to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.texture.NativeImage$PixelFormat.class
[07:27:08] [Render thread/INFO]: Wrote 1711 byte class file net.minecraft.client.renderer.texture.NativeImage$PixelFormatGLCode to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.texture.NativeImage$PixelFormatGLCode.class
[07:27:08] [Render thread/INFO]: Wrote 2342 byte class file net.minecraft.client.resources.GrassColorReloadListener to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.resources.GrassColorReloadListener.class
[07:27:08] [Render thread/INFO]: Wrote 2354 byte class file net.minecraft.client.resources.FoliageColorReloadListener to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.resources.FoliageColorReloadListener.class
[07:27:08] [Render thread/INFO]: Wrote 6701 byte class file net.minecraft.client.renderer.model.ModelManager to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.ModelManager.class
[07:27:08] [Render thread/INFO]: Wrote 47576 byte class file net.minecraft.client.renderer.model.ModelBakery to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.ModelBakery.class
[07:27:08] [Render thread/INFO]: Wrote 7728 byte class file net.minecraft.client.renderer.BlockModelShapes to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.BlockModelShapes.class
[07:27:08] [Render thread/INFO]: Wrote 34049 byte class file net.minecraft.client.renderer.entity.EntityRendererManager to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.entity.EntityRendererManager.class
[07:27:08] [Render thread/INFO]: Wrote 9153 byte class file net.minecraft.client.renderer.entity.EntityRenderer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.entity.EntityRenderer.class
[07:27:08] [Render thread/INFO]: Wrote 16254 byte class file net.minecraft.client.renderer.entity.PlayerRenderer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.entity.PlayerRenderer.class
[07:27:08] [Render thread/INFO]: Wrote 15054 byte class file net.minecraft.client.renderer.entity.LivingRenderer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.entity.LivingRenderer.class
[07:27:08] [Render thread/INFO]: Wrote 5258 byte class file net.minecraft.client.renderer.entity.FallingBlockRenderer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.entity.FallingBlockRenderer.class
[07:27:08] [Render thread/INFO]: Wrote 8617 byte class file net.minecraft.client.renderer.entity.FishRenderer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.entity.FishRenderer.class
[07:27:08] [Render thread/INFO]: Wrote 6653 byte class file net.minecraft.client.renderer.entity.ItemRenderer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.entity.ItemRenderer.class
[07:27:08] [Render thread/INFO]: Wrote 10096 byte class file net.minecraft.client.renderer.entity.ItemFrameRenderer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.entity.ItemFrameRenderer.class
[07:27:08] [Render thread/INFO]: Wrote 3464 byte class file net.minecraftforge.client.event.RenderNameplateEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.RenderNameplateEvent.class
[07:27:08] [Render thread/INFO]: Wrote 3175 byte class file net.minecraftforge.client.event.RenderLivingEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.RenderLivingEvent.class
[07:27:08] [Render thread/INFO]: Wrote 2221 byte class file net.minecraftforge.client.event.RenderLivingEvent$Pre to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.RenderLivingEvent$Pre.class
[07:27:08] [Render thread/INFO]: Wrote 2089 byte class file net.minecraftforge.client.event.RenderLivingEvent$Post to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.RenderLivingEvent$Post.class
[07:27:08] [Render thread/INFO]: Wrote 12746 byte class file net.minecraft.client.renderer.entity.layers.BipedArmorLayer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.entity.layers.BipedArmorLayer.class
[07:27:08] [Render thread/INFO]: Wrote 5667 byte class file net.minecraft.client.renderer.entity.layers.ElytraLayer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.entity.layers.ElytraLayer.class
[07:27:08] [Render thread/INFO]: Wrote 2629 byte class file net.minecraftforge.client.event.RenderItemInFrameEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.RenderItemInFrameEvent.class
[07:27:08] [Render thread/INFO]: Wrote 10354 byte class file net.minecraft.client.renderer.Atlases to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.Atlases.class
[07:27:08] [Render thread/INFO]: Wrote 4780 byte class file net.minecraft.client.renderer.entity.model.SkeletonModel to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.entity.model.SkeletonModel.class
[07:27:09] [Render thread/INFO]: Wrote 2382 byte class file net.minecraftforge.client.event.RenderPlayerEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.RenderPlayerEvent.class
[07:27:09] [Render thread/INFO]: Wrote 1649 byte class file net.minecraftforge.client.event.RenderPlayerEvent$Pre to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.RenderPlayerEvent$Pre.class
[07:27:09] [Render thread/INFO]: Wrote 1516 byte class file net.minecraftforge.client.event.RenderPlayerEvent$Post to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.client.event.RenderPlayerEvent$Post.class
[07:27:09] [Render thread/INFO]: Wrote 20476 byte class file net.minecraft.client.renderer.FirstPersonRenderer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.FirstPersonRenderer.class
[07:27:09] [Render thread/INFO]: Wrote 584 byte class file net.minecraft.client.renderer.model.ModelBakery$BlockStateDefinitionException to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.ModelBakery$BlockStateDefinitionException.class
[07:27:09] [Render thread/INFO]: Wrote 1394 byte class file net.minecraft.client.renderer.model.IUnbakedModel to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.IUnbakedModel.class
[07:27:09] [Render thread/INFO]: Wrote 14363 byte class file net.minecraft.client.renderer.texture.TextureAtlasSprite to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.texture.TextureAtlasSprite.class
[07:27:09] [Render thread/INFO]: Wrote 1869 byte class file net.minecraft.client.renderer.texture.TextureAtlasSprite$Info to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.texture.TextureAtlasSprite$Info.class
[07:27:09] [Render thread/INFO]: Wrote 24872 byte class file net.minecraft.client.renderer.model.BlockModel to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.BlockModel.class
[07:27:09] [Render thread/INFO]: Wrote 15054 byte class file net.minecraft.client.renderer.model.FaceBakery to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.FaceBakery.class
[07:27:09] [Render thread/INFO]: Wrote 7910 byte class file net.minecraft.client.renderer.model.BlockModel$Deserializer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.BlockModel$Deserializer.class
[07:27:09] [Render thread/INFO]: Wrote 3225 byte class file net.minecraft.client.renderer.model.BlockPart to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.BlockPart.class
[07:27:09] [Render thread/INFO]: Wrote 8324 byte class file net.minecraft.client.renderer.model.BlockPart$Deserializer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.BlockPart$Deserializer.class
[07:27:09] [Render thread/INFO]: Wrote 2928 byte class file net.minecraft.client.renderer.model.BlockPartFace$Deserializer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.BlockPartFace$Deserializer.class
[07:27:09] [Render thread/INFO]: Wrote 2996 byte class file net.minecraft.client.renderer.model.BlockFaceUV$Deserializer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.BlockFaceUV$Deserializer.class
[07:27:09] [Render thread/INFO]: Wrote 2504 byte class file net.minecraft.client.renderer.model.ItemTransformVec3f to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.ItemTransformVec3f.class
[07:27:09] [Render thread/INFO]: Wrote 3553 byte class file net.minecraft.client.renderer.model.ItemTransformVec3f$Deserializer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.ItemTransformVec3f$Deserializer.class
[07:27:09] [Render thread/INFO]: Wrote 3181 byte class file net.minecraft.client.renderer.model.ItemCameraTransforms to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.ItemCameraTransforms.class
[07:27:09] [Render thread/INFO]: Wrote 3400 byte class file net.minecraft.client.renderer.model.ItemCameraTransforms$Deserializer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.ItemCameraTransforms$Deserializer.class
[07:27:09] [Render thread/INFO]: Wrote 3297 byte class file net.minecraft.client.renderer.model.ItemOverride$Deserializer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.ItemOverride$Deserializer.class
[07:27:10] [Render thread/INFO]: Wrote 7611 byte class file net.minecraft.util.math.vector.TransformationMatrix to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.util.math.vector.TransformationMatrix.class
[07:27:10] [Render thread/INFO]: Wrote 2131 byte class file net.minecraft.client.renderer.model.BlockModel$GuiLight to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.model.BlockModel$GuiLight.class
[07:27:10] [Render thread/INFO]: Wrote 37866 byte class file net.minecraft.client.renderer.GameRenderer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.GameRenderer.class
[07:27:10] [Render thread/INFO]: Wrote 8844 byte class file net.minecraft.client.renderer.ActiveRenderInfo to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.ActiveRenderInfo.class
[07:27:10] [Render thread/INFO]: Wrote 4448 byte class file net.minecraft.client.gui.MapItemRenderer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.gui.MapItemRenderer.class
[07:27:10] [Render thread/INFO]: Wrote 7669 byte class file net.minecraft.client.renderer.LightTexture to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.LightTexture.class
[07:27:10] [Render thread/INFO]: Wrote 10511 byte class file net.minecraft.client.renderer.BlockRendererDispatcher to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.BlockRendererDispatcher.class
[07:27:10] [Render thread/INFO]: Wrote 20655 byte class file net.minecraft.client.renderer.BlockModelRenderer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.BlockModelRenderer.class
[07:27:10] [Render thread/INFO]: Wrote 4320 byte class file net.minecraft.client.renderer.BlockModelRenderer$Cache to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.BlockModelRenderer$Cache.class
[07:27:10] [Render thread/INFO]: Wrote 15506 byte class file net.minecraft.client.renderer.FluidBlockRenderer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.FluidBlockRenderer.class
[07:27:10] [Render thread/INFO]: Wrote 113530 byte class file net.minecraft.client.renderer.WorldRenderer to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.WorldRenderer.class
[07:27:10] [Render thread/INFO]: Wrote 604 byte class file net.minecraft.client.renderer.WorldRenderer$ShaderException to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.WorldRenderer$ShaderException.class
[07:27:10] [Render thread/INFO]: Wrote 1412 byte class file net.minecraft.client.renderer.BufferBuilder$DrawState to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraft.client.renderer.BufferBuilder$DrawState.class
[07:27:10] [Render thread/INFO]: Wrote 1452 byte class file net.minecraftforge.event.world.SleepFinishedTimeEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.world.SleepFinishedTimeEvent.class
[07:27:10] [Render thread/INFO]: Wrote 1978 byte class file net.minecraftforge.event.entity.EntityMountEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.EntityMountEvent.class
[07:27:11] [Render thread/INFO]: Wrote 1472 byte class file net.minecraftforge.event.entity.living.LivingHealEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingHealEvent.class
[07:27:11] [Render thread/INFO]: Wrote 1978 byte class file net.minecraftforge.event.entity.living.LivingExperienceDropEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingExperienceDropEvent.class
[07:27:11] [Render thread/INFO]: Wrote 2512 byte class file net.minecraftforge.event.entity.living.LivingEntityUseItemEvent to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingEntityUseItemEvent.class
[07:27:11] [Render thread/INFO]: Wrote 1694 byte class file net.minecraftforge.event.entity.living.LivingEntityUseItemEvent$Tick to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingEntityUseItemEvent$Tick.class
[07:27:11] [Render thread/INFO]: Wrote 1697 byte class file net.minecraftforge.event.entity.living.LivingEntityUseItemEvent$Start to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingEntityUseItemEvent$Start.class
[07:27:11] [Render thread/INFO]: Wrote 1952 byte class file net.minecraftforge.event.entity.living.LivingEntityUseItemEvent$Finish to C:\Users\hdlhdh\AppData\Local\Temp\classDump6380543733692286588\net.minecraftforge.event.entity.living.LivingEntityUseItemEvent$Finish.class
